age_group,income_group,city_tier,purchase_frequency,preowned_willingness,auth_importance,discount_threshold,trust_score,max_spend,luxe_loop_interest
25-34,2L+,Tier 3,Frequently,Maybe,Low,40%+,4.88,300000,1
45+,2L+,Tier 2,Rarely,Definitely,High,0%,2.75,300000,1
45+,<25K,Tier 3,Never,No,High,20-40%,1.94,77794,0
45+,<25K,Tier 3,Occasionally,Definitely,High,10-20%,3.82,93731,0
35-44,1L-2L,Tier 2,Never,Definitely,Medium,40%+,4.27,242871,1
45+,2L+,Tier 1,Never,Maybe,Low,40%+,3.19,250482,1
25-34,25-50K,Tier 2,Occasionally,No,High,10-20%,4.87,175811,1
35-44,50K-1L,Tier 2,Occasionally,Definitely,High,20-40%,1.21,149882,0
45+,<25K,Tier 2,Occasionally,No,High,0%,3.02,90289,0
18-24,50K-1L,Tier 2,Rarely,Definitely,High,20-40%,3.87,157439,1
45+,50K-1L,Tier 2,Never,Maybe,High,40%+,4.45,170910,1
45+,1L-2L,Tier 3,Rarely,Definitely,High,0%,1.72,245901,1
35-44,2L+,Tier 3,Occasionally,Definitely,Low,0%,4.2,285053,1
25-34,<25K,Tier 1,Rarely,No,High,10-20%,3.21,111165,0
45+,50K-1L,Tier 1,Occasionally,Definitely,Low,20-40%,2.59,174335,1
35-44,<25K,Tier 2,Frequently,Maybe,Medium,0%,1.53,28462,0
35-44,25-50K,Tier 1,Occasionally,Maybe,Low,10-20%,4.46,162441,0
25-34,1L-2L,Tier 1,Never,Definitely,Medium,20-40%,1.63,204502,1
35-44,25-50K,Tier 2,Never,Definitely,Low,40%+,2.24,136373,1
25-34,<25K,Tier 3,Never,No,Low,40%+,2.16,72104,0
18-24,<25K,Tier 3,Rarely,No,High,20-40%,4.49,64037,0
45+,2L+,Tier 1,Never,Maybe,Low,0%,3.69,290185,1
35-44,50K-1L,Tier 3,Occasionally,No,Low,0%,4.19,235824,1
18-24,50K-1L,Tier 3,Frequently,Definitely,High,40%+,2.0,179859,0
35-44,25-50K,Tier 1,Never,Maybe,Medium,40%+,3.5,133849,1
35-44,1L-2L,Tier 2,Rarely,No,High,0%,3.29,254406,1
18-24,50K-1L,Tier 1,Frequently,Maybe,High,20-40%,4.33,197513,1
35-44,2L+,Tier 1,Never,Definitely,High,40%+,4.62,300000,1
35-44,25-50K,Tier 1,Never,No,Medium,0%,1.05,88667,0
18-24,25-50K,Tier 2,Frequently,Definitely,Low,20-40%,3.7,141676,0
35-44,2L+,Tier 2,Never,Definitely,Low,10-20%,1.21,282808,0
25-34,1L-2L,Tier 2,Rarely,Maybe,High,20-40%,3.2,215278,1
35-44,2L+,Tier 2,Occasionally,Maybe,High,0%,2.15,299989,1
45+,1L-2L,Tier 1,Occasionally,Maybe,Low,20-40%,2.23,220465,1
35-44,2L+,Tier 3,Frequently,No,Low,0%,2.41,256344,1
45+,2L+,Tier 1,Occasionally,No,Low,40%+,3.49,300000,1
45+,<25K,Tier 2,Never,Maybe,Medium,10-20%,2.34,67664,0
35-44,25-50K,Tier 3,Never,No,Medium,40%+,3.93,154490,0
18-24,2L+,Tier 1,Rarely,No,High,40%+,2.62,270364,1
25-34,2L+,Tier 3,Occasionally,Maybe,Medium,0%,1.27,261503,1
25-34,50K-1L,Tier 2,Frequently,Definitely,High,0%,4.14,201271,1
35-44,25-50K,Tier 3,Never,No,Low,0%,2.14,127217,0
18-24,50K-1L,Tier 3,Frequently,No,Low,0%,2.73,137389,1
18-24,25-50K,Tier 2,Never,Definitely,High,40%+,3.74,114975,1
25-34,50K-1L,Tier 3,Never,Definitely,Low,0%,2.33,191888,1
18-24,2L+,Tier 1,Rarely,Definitely,High,0%,1.23,259657,1
35-44,2L+,Tier 3,Occasionally,Maybe,High,40%+,2.5,264525,1
35-44,<25K,Tier 1,Rarely,Definitely,High,10-20%,4.78,70628,0
18-24,50K-1L,Tier 3,Occasionally,Maybe,Medium,10-20%,3.57,164105,0
35-44,1L-2L,Tier 3,Frequently,Definitely,High,20-40%,3.69,196464,1
45+,<25K,Tier 2,Occasionally,Definitely,High,40%+,3.53,83274,0
25-34,50K-1L,Tier 2,Frequently,Maybe,High,0%,1.8,156031,1
35-44,50K-1L,Tier 1,Never,Maybe,Medium,20-40%,2.67,157368,1
18-24,<25K,Tier 2,Frequently,Definitely,Low,10-20%,4.0,88637,0
25-34,2L+,Tier 2,Frequently,Definitely,Medium,10-20%,1.41,271379,1
35-44,50K-1L,Tier 2,Never,Definitely,High,40%+,2.11,212963,1
25-34,2L+,Tier 2,Frequently,No,Medium,0%,2.11,240862,1
18-24,<25K,Tier 2,Frequently,Definitely,Low,0%,2.73,100487,0
45+,2L+,Tier 1,Never,Maybe,Low,20-40%,4.92,300000,1
45+,25-50K,Tier 1,Never,No,High,10-20%,1.27,97118,0
35-44,1L-2L,Tier 2,Never,Maybe,Low,20-40%,3.07,234764,1
45+,50K-1L,Tier 2,Occasionally,No,Medium,20-40%,1.72,158047,0
35-44,1L-2L,Tier 1,Never,No,Medium,20-40%,4.88,252513,1
25-34,2L+,Tier 3,Never,Maybe,Low,0%,1.45,294682,1
35-44,50K-1L,Tier 1,Frequently,No,High,10-20%,2.61,188212,0
35-44,2L+,Tier 3,Rarely,Maybe,High,20-40%,3.95,299672,1
35-44,25-50K,Tier 2,Rarely,Definitely,Medium,10-20%,3.82,129593,1
45+,<25K,Tier 2,Occasionally,No,Low,10-20%,2.69,47218,0
35-44,50K-1L,Tier 1,Occasionally,Maybe,Medium,20-40%,2.39,169730,1
18-24,25-50K,Tier 2,Rarely,No,Medium,20-40%,2.59,150032,0
35-44,25-50K,Tier 3,Rarely,Maybe,Medium,40%+,2.06,90056,0
25-34,50K-1L,Tier 3,Never,Definitely,High,0%,1.82,147098,0
18-24,2L+,Tier 1,Frequently,Definitely,Low,10-20%,2.93,281825,1
25-34,25-50K,Tier 3,Never,No,Low,20-40%,2.07,101006,0
25-34,1L-2L,Tier 1,Occasionally,No,High,20-40%,2.15,205649,1
25-34,25-50K,Tier 1,Rarely,Maybe,Medium,10-20%,3.63,127828,0
18-24,2L+,Tier 3,Occasionally,Maybe,Medium,20-40%,4.87,271387,1
18-24,2L+,Tier 3,Never,No,High,40%+,3.41,264617,1
45+,1L-2L,Tier 3,Occasionally,Maybe,Low,10-20%,1.31,227168,1
18-24,25-50K,Tier 3,Occasionally,Maybe,High,20-40%,1.3,86852,0
35-44,2L+,Tier 3,Frequently,Maybe,Low,10-20%,4.81,266142,1
25-34,50K-1L,Tier 3,Occasionally,No,Low,20-40%,2.19,159299,0
45+,<25K,Tier 3,Never,Definitely,Low,20-40%,1.37,78339,0
18-24,<25K,Tier 2,Frequently,Definitely,Medium,0%,3.4,80061,0
25-34,<25K,Tier 1,Occasionally,Maybe,Medium,10-20%,3.49,75608,0
18-24,25-50K,Tier 1,Never,No,High,0%,3.59,136787,0
45+,1L-2L,Tier 3,Rarely,Maybe,High,20-40%,2.07,185785,1
18-24,2L+,Tier 1,Frequently,Definitely,Medium,10-20%,1.06,270494,1
18-24,50K-1L,Tier 3,Occasionally,Maybe,High,10-20%,4.86,206268,1
25-34,50K-1L,Tier 2,Occasionally,Definitely,Medium,40%+,2.0,161813,1
35-44,25-50K,Tier 1,Frequently,No,Medium,40%+,3.7,157118,1
18-24,<25K,Tier 1,Never,Maybe,Low,20-40%,3.83,65750,1
45+,25-50K,Tier 2,Occasionally,No,Low,20-40%,3.44,156958,0
18-24,1L-2L,Tier 2,Never,Maybe,Medium,20-40%,2.25,225589,1
18-24,1L-2L,Tier 2,Frequently,Maybe,Low,20-40%,2.08,214068,1
35-44,2L+,Tier 1,Occasionally,Maybe,Medium,40%+,3.39,283502,1
25-34,2L+,Tier 1,Rarely,Maybe,Low,10-20%,4.46,292454,1
45+,1L-2L,Tier 2,Rarely,Maybe,High,0%,4.79,272305,1
25-34,1L-2L,Tier 2,Rarely,No,High,10-20%,1.42,192666,1
25-34,1L-2L,Tier 2,Frequently,No,Medium,10-20%,1.62,200949,1
25-34,25-50K,Tier 2,Occasionally,Definitely,Medium,40%+,4.78,168526,0
18-24,1L-2L,Tier 2,Frequently,Maybe,Low,10-20%,3.95,227589,1
35-44,50K-1L,Tier 3,Occasionally,Definitely,Low,10-20%,4.53,213310,1
18-24,<25K,Tier 2,Rarely,No,Medium,20-40%,1.81,102088,0
45+,1L-2L,Tier 3,Rarely,Definitely,High,0%,3.35,225464,1
35-44,<25K,Tier 1,Never,No,High,10-20%,3.8,101627,1
25-34,25-50K,Tier 1,Frequently,Maybe,Medium,10-20%,3.72,114126,0
35-44,<25K,Tier 3,Frequently,Definitely,High,0%,2.63,91394,0
45+,25-50K,Tier 2,Never,Definitely,Medium,20-40%,1.06,114588,0
18-24,50K-1L,Tier 1,Rarely,Definitely,Low,40%+,3.33,192760,1
18-24,25-50K,Tier 2,Rarely,Definitely,High,40%+,2.01,107188,0
25-34,25-50K,Tier 2,Frequently,Maybe,High,10-20%,2.8,94778,1
18-24,2L+,Tier 3,Occasionally,No,Low,20-40%,4.83,300000,1
18-24,1L-2L,Tier 1,Rarely,No,Low,40%+,2.6,184731,1
45+,1L-2L,Tier 1,Never,Maybe,High,40%+,4.36,237252,1
35-44,50K-1L,Tier 3,Never,No,High,40%+,1.75,186323,0
18-24,50K-1L,Tier 2,Never,Definitely,Medium,40%+,3.69,190737,1
45+,1L-2L,Tier 2,Frequently,Maybe,Medium,40%+,4.91,288066,1
45+,2L+,Tier 1,Frequently,No,High,10-20%,1.41,284602,1
25-34,1L-2L,Tier 3,Frequently,Maybe,Medium,40%+,1.03,197222,1
45+,2L+,Tier 3,Frequently,Maybe,Low,10-20%,2.73,277846,1
25-34,50K-1L,Tier 2,Never,No,Medium,0%,1.37,162752,0
18-24,<25K,Tier 2,Never,No,Medium,0%,3.99,58256,1
25-34,50K-1L,Tier 3,Frequently,Maybe,High,20-40%,4.66,177792,1
45+,50K-1L,Tier 1,Frequently,Maybe,Medium,10-20%,2.74,166184,0
35-44,25-50K,Tier 2,Never,No,High,20-40%,2.03,79575,1
35-44,25-50K,Tier 3,Frequently,Maybe,High,0%,2.74,128349,0
18-24,25-50K,Tier 3,Frequently,No,High,0%,3.89,133918,0
18-24,25-50K,Tier 3,Frequently,Maybe,Low,0%,1.04,76942,0
35-44,2L+,Tier 1,Frequently,Maybe,Medium,0%,3.36,291684,1
25-34,1L-2L,Tier 2,Rarely,Maybe,Medium,40%+,3.45,248817,1
18-24,<25K,Tier 2,Frequently,No,Medium,0%,3.55,90040,1
45+,50K-1L,Tier 2,Never,Definitely,High,40%+,1.97,163218,0
18-24,2L+,Tier 1,Never,No,Low,40%+,3.86,300000,1
25-34,<25K,Tier 2,Never,Maybe,High,20-40%,1.37,77304,0
18-24,2L+,Tier 2,Never,Definitely,Medium,40%+,1.8,274148,1
45+,2L+,Tier 2,Frequently,Definitely,High,20-40%,4.51,278607,1
45+,50K-1L,Tier 2,Rarely,Maybe,High,40%+,3.95,195032,1
45+,1L-2L,Tier 1,Occasionally,No,Medium,40%+,1.05,234409,1
25-34,25-50K,Tier 3,Occasionally,Definitely,High,0%,1.99,107967,1
25-34,1L-2L,Tier 3,Occasionally,Definitely,High,10-20%,1.86,260558,1
45+,50K-1L,Tier 2,Occasionally,No,Low,40%+,2.08,160287,0
45+,50K-1L,Tier 2,Never,No,High,10-20%,1.99,170548,0
25-34,50K-1L,Tier 2,Frequently,Definitely,Low,10-20%,1.25,149050,0
25-34,<25K,Tier 1,Frequently,No,Medium,10-20%,2.84,82865,0
25-34,1L-2L,Tier 2,Occasionally,Definitely,Low,40%+,3.93,204455,1
35-44,1L-2L,Tier 1,Occasionally,Maybe,High,10-20%,3.43,223379,1
25-34,2L+,Tier 2,Rarely,No,Medium,40%+,3.69,265057,1
45+,2L+,Tier 2,Rarely,Definitely,High,0%,1.32,265906,1
35-44,2L+,Tier 3,Rarely,No,High,40%+,4.81,300000,1
25-34,50K-1L,Tier 2,Never,No,Low,20-40%,4.35,206420,1
45+,1L-2L,Tier 1,Frequently,Definitely,High,0%,4.22,194766,1
18-24,50K-1L,Tier 3,Never,Maybe,Low,10-20%,4.29,233741,1
35-44,<25K,Tier 1,Never,Definitely,Medium,10-20%,4.73,103205,1
45+,2L+,Tier 3,Frequently,No,Medium,20-40%,3.18,266270,1
18-24,50K-1L,Tier 1,Rarely,Definitely,High,0%,1.8,171142,1
45+,50K-1L,Tier 3,Frequently,No,Low,20-40%,3.47,188223,0
25-34,<25K,Tier 1,Occasionally,Definitely,High,10-20%,3.97,76363,0
25-34,25-50K,Tier 1,Rarely,Maybe,High,40%+,3.95,143458,0
18-24,1L-2L,Tier 2,Frequently,Maybe,High,10-20%,3.09,218750,1
25-34,25-50K,Tier 3,Never,Maybe,High,20-40%,1.27,104612,0
45+,2L+,Tier 3,Frequently,Maybe,Low,40%+,2.48,261074,1
18-24,50K-1L,Tier 2,Rarely,Definitely,High,40%+,4.68,168146,0
45+,<25K,Tier 1,Occasionally,Maybe,Medium,10-20%,3.34,86316,0
45+,<25K,Tier 1,Never,Definitely,Low,40%+,3.15,93205,0
45+,1L-2L,Tier 3,Occasionally,No,High,0%,2.08,231097,0
25-34,25-50K,Tier 1,Occasionally,No,Low,10-20%,2.47,141098,0
25-34,1L-2L,Tier 3,Never,No,High,10-20%,4.58,252286,1
45+,50K-1L,Tier 3,Frequently,Maybe,Medium,0%,3.67,176045,1
35-44,1L-2L,Tier 1,Frequently,Maybe,Medium,10-20%,4.15,258293,1
45+,<25K,Tier 1,Occasionally,Maybe,Medium,20-40%,2.82,51049,0
45+,<25K,Tier 1,Frequently,No,Low,20-40%,3.52,67186,0
18-24,2L+,Tier 2,Rarely,No,Medium,10-20%,1.99,250615,1
45+,2L+,Tier 3,Occasionally,No,High,0%,3.82,300000,1
25-34,50K-1L,Tier 1,Occasionally,No,High,40%+,2.71,195955,0
18-24,25-50K,Tier 2,Occasionally,Definitely,High,0%,2.77,137446,0
35-44,1L-2L,Tier 1,Rarely,Definitely,Low,20-40%,3.6,257438,1
18-24,50K-1L,Tier 3,Occasionally,Maybe,Low,10-20%,4.75,179914,1
35-44,2L+,Tier 2,Frequently,Maybe,Medium,0%,1.26,269571,1
18-24,1L-2L,Tier 3,Frequently,No,Low,40%+,4.3,240496,1
18-24,2L+,Tier 1,Frequently,Definitely,High,40%+,2.17,288637,1
35-44,1L-2L,Tier 1,Frequently,Definitely,High,40%+,2.78,225495,1
25-34,25-50K,Tier 1,Occasionally,Maybe,High,40%+,1.09,103201,0
25-34,50K-1L,Tier 2,Rarely,Definitely,Low,0%,2.2,182818,0
25-34,1L-2L,Tier 2,Never,Maybe,High,40%+,3.01,247623,1
18-24,<25K,Tier 2,Frequently,No,Medium,20-40%,1.22,48833,0
45+,<25K,Tier 2,Never,No,Low,40%+,2.96,78378,0
18-24,1L-2L,Tier 1,Never,Maybe,High,20-40%,4.71,225931,1
45+,1L-2L,Tier 1,Occasionally,No,High,0%,1.42,164238,1
45+,1L-2L,Tier 1,Frequently,No,Low,20-40%,4.06,244609,1
25-34,<25K,Tier 2,Frequently,Definitely,Low,0%,2.64,88578,0
45+,<25K,Tier 2,Frequently,Definitely,Medium,40%+,3.62,91441,0
18-24,1L-2L,Tier 1,Never,Definitely,Low,10-20%,2.04,181408,1
18-24,2L+,Tier 1,Frequently,Definitely,High,20-40%,1.64,259383,1
25-34,2L+,Tier 2,Frequently,Definitely,Medium,20-40%,1.64,222033,1
35-44,25-50K,Tier 3,Rarely,Maybe,High,10-20%,1.28,140194,0
18-24,50K-1L,Tier 1,Occasionally,Maybe,High,0%,1.74,145678,0
45+,2L+,Tier 1,Frequently,Definitely,High,0%,3.66,300000,1
18-24,<25K,Tier 1,Frequently,No,Low,40%+,4.53,114217,0
18-24,2L+,Tier 2,Occasionally,No,Low,20-40%,4.26,274588,1
18-24,25-50K,Tier 1,Occasionally,Maybe,High,0%,3.74,114744,1
35-44,25-50K,Tier 1,Never,Maybe,Low,40%+,1.44,121407,0
45+,50K-1L,Tier 1,Never,Maybe,High,0%,2.16,154713,1
25-34,2L+,Tier 1,Never,No,Low,10-20%,2.24,274449,1
18-24,<25K,Tier 1,Occasionally,Maybe,Low,10-20%,2.0,60343,0
45+,<25K,Tier 3,Rarely,No,Low,10-20%,3.06,44976,0
45+,1L-2L,Tier 3,Frequently,Maybe,Medium,40%+,3.14,186790,0
25-34,<25K,Tier 1,Occasionally,No,Low,20-40%,2.43,78833,0
18-24,50K-1L,Tier 1,Rarely,Maybe,Medium,10-20%,2.42,162968,0
35-44,50K-1L,Tier 1,Occasionally,Maybe,Medium,10-20%,4.31,182038,1
45+,<25K,Tier 1,Rarely,No,Medium,0%,4.16,105517,0
25-34,<25K,Tier 2,Occasionally,Maybe,High,10-20%,2.23,95768,0
35-44,1L-2L,Tier 2,Occasionally,Definitely,Low,20-40%,4.66,241149,1
45+,<25K,Tier 2,Rarely,No,High,40%+,4.81,91288,0
18-24,1L-2L,Tier 3,Rarely,Maybe,Medium,10-20%,2.31,233102,1
45+,1L-2L,Tier 1,Rarely,No,Low,40%+,2.42,197061,0
35-44,<25K,Tier 2,Rarely,Maybe,High,40%+,3.02,84663,0
35-44,25-50K,Tier 1,Rarely,Definitely,Medium,20-40%,4.76,158637,0
18-24,25-50K,Tier 1,Rarely,Maybe,High,0%,4.51,158704,1
18-24,1L-2L,Tier 3,Rarely,Maybe,High,0%,1.41,175364,1
25-34,<25K,Tier 3,Rarely,Definitely,Low,40%+,2.57,60472,0
18-24,25-50K,Tier 2,Occasionally,No,Low,10-20%,3.21,114534,0
25-34,<25K,Tier 2,Rarely,Maybe,High,40%+,3.01,82097,0
35-44,<25K,Tier 3,Rarely,Maybe,Low,0%,1.78,77414,0
35-44,<25K,Tier 3,Occasionally,Definitely,Low,10-20%,4.44,124334,0
45+,2L+,Tier 1,Occasionally,No,High,0%,3.71,277200,1
45+,<25K,Tier 1,Never,No,Low,20-40%,4.35,83548,1
25-34,2L+,Tier 2,Never,Definitely,Low,0%,4.44,300000,1
18-24,1L-2L,Tier 2,Rarely,Definitely,Medium,10-20%,3.99,245831,1
18-24,25-50K,Tier 3,Rarely,Maybe,Low,10-20%,2.76,152953,0
45+,25-50K,Tier 2,Never,Definitely,Medium,40%+,3.44,140174,0
35-44,25-50K,Tier 1,Never,Definitely,High,10-20%,1.64,93257,0
25-34,25-50K,Tier 3,Frequently,Definitely,Medium,20-40%,3.69,110237,1
35-44,25-50K,Tier 1,Frequently,No,High,0%,1.72,86169,0
35-44,25-50K,Tier 3,Rarely,Definitely,Low,40%+,3.78,151041,1
18-24,25-50K,Tier 3,Frequently,Maybe,Low,40%+,1.92,142971,0
25-34,1L-2L,Tier 1,Never,Maybe,Medium,10-20%,1.47,251687,0
35-44,<25K,Tier 2,Rarely,Maybe,High,20-40%,1.66,83462,0
45+,50K-1L,Tier 2,Occasionally,Definitely,Low,40%+,1.01,183356,1
45+,2L+,Tier 2,Occasionally,No,Medium,20-40%,3.87,277099,1
18-24,50K-1L,Tier 2,Never,Definitely,Medium,20-40%,3.93,166171,1
45+,50K-1L,Tier 1,Frequently,Definitely,Medium,0%,3.06,197601,0
45+,<25K,Tier 3,Occasionally,Maybe,Low,0%,1.65,74853,0
35-44,<25K,Tier 1,Frequently,Definitely,High,0%,1.33,65448,0
45+,<25K,Tier 2,Occasionally,No,Low,20-40%,1.08,68547,0
45+,25-50K,Tier 2,Frequently,Maybe,Low,0%,1.66,123063,0
35-44,1L-2L,Tier 1,Occasionally,No,High,40%+,4.56,271276,1
18-24,25-50K,Tier 3,Occasionally,No,Medium,40%+,1.97,145599,0
18-24,1L-2L,Tier 1,Rarely,No,Low,10-20%,2.42,235084,0
25-34,1L-2L,Tier 1,Rarely,Definitely,Medium,20-40%,1.42,231116,0
45+,50K-1L,Tier 1,Never,Definitely,Medium,0%,1.89,179181,1
35-44,50K-1L,Tier 3,Occasionally,Definitely,High,40%+,3.08,171576,1
25-34,1L-2L,Tier 1,Frequently,Definitely,High,20-40%,3.43,249431,1
18-24,1L-2L,Tier 1,Occasionally,Maybe,High,20-40%,1.98,191910,1
18-24,25-50K,Tier 2,Frequently,Definitely,Medium,0%,1.23,133377,0
35-44,25-50K,Tier 1,Frequently,Maybe,Medium,20-40%,2.56,101709,0
25-34,50K-1L,Tier 2,Occasionally,No,Low,0%,1.94,175116,0
25-34,<25K,Tier 2,Frequently,Maybe,Medium,0%,1.88,51896,0
35-44,1L-2L,Tier 2,Never,Definitely,High,0%,4.84,259467,1
35-44,25-50K,Tier 3,Rarely,Maybe,High,20-40%,3.47,134021,1
25-34,50K-1L,Tier 2,Frequently,Definitely,High,20-40%,3.23,150404,1
18-24,25-50K,Tier 1,Occasionally,Definitely,High,0%,2.66,135013,0
45+,1L-2L,Tier 1,Rarely,Maybe,Medium,20-40%,2.72,215641,0
18-24,1L-2L,Tier 2,Never,Maybe,High,0%,3.16,249222,1
35-44,2L+,Tier 2,Frequently,No,Low,10-20%,3.79,287926,1
25-34,<25K,Tier 1,Frequently,No,Medium,20-40%,3.81,96008,0
25-34,2L+,Tier 2,Rarely,No,High,20-40%,1.69,247748,1
45+,50K-1L,Tier 3,Frequently,No,Low,10-20%,3.0,168213,1
25-34,25-50K,Tier 2,Occasionally,No,High,10-20%,2.65,117327,0
45+,50K-1L,Tier 3,Rarely,Maybe,Medium,10-20%,4.48,211934,1
18-24,1L-2L,Tier 3,Rarely,No,Medium,0%,3.53,268847,1
18-24,2L+,Tier 3,Frequently,Maybe,Low,0%,3.13,265196,1
25-34,2L+,Tier 2,Never,No,Medium,40%+,1.46,286136,1
25-34,2L+,Tier 3,Never,Definitely,Low,10-20%,3.42,240806,1
35-44,50K-1L,Tier 3,Never,No,High,40%+,1.47,140816,0
35-44,1L-2L,Tier 2,Never,Definitely,Medium,0%,2.35,204324,1
25-34,25-50K,Tier 3,Rarely,Maybe,High,20-40%,1.57,88649,0
25-34,25-50K,Tier 2,Rarely,No,High,10-20%,3.77,106028,1
18-24,50K-1L,Tier 1,Frequently,Maybe,Medium,20-40%,1.83,176559,0
25-34,2L+,Tier 3,Never,No,High,0%,2.57,271418,1
35-44,<25K,Tier 2,Never,Maybe,Low,10-20%,4.58,103388,0
18-24,50K-1L,Tier 1,Frequently,No,Low,40%+,1.82,182009,1
45+,50K-1L,Tier 3,Frequently,No,Low,40%+,3.03,185612,1
35-44,1L-2L,Tier 3,Frequently,Definitely,Medium,0%,2.68,239955,1
35-44,25-50K,Tier 2,Occasionally,Maybe,High,20-40%,1.07,109309,0
18-24,50K-1L,Tier 1,Frequently,Maybe,High,0%,4.17,167960,1
45+,50K-1L,Tier 2,Frequently,Maybe,High,20-40%,1.28,183956,1
35-44,2L+,Tier 3,Occasionally,Maybe,High,0%,2.9,267217,1
25-34,2L+,Tier 3,Never,Maybe,Low,40%+,3.24,263688,1
35-44,<25K,Tier 3,Rarely,Definitely,Medium,20-40%,3.51,81541,0
18-24,1L-2L,Tier 3,Never,No,Low,0%,3.75,219243,1
18-24,<25K,Tier 1,Rarely,Definitely,Low,10-20%,2.01,61751,0
18-24,2L+,Tier 1,Rarely,Maybe,Medium,40%+,1.04,267281,1
35-44,25-50K,Tier 2,Frequently,Maybe,Medium,40%+,3.89,145866,0
45+,2L+,Tier 2,Frequently,No,Low,10-20%,3.14,263443,1
25-34,1L-2L,Tier 2,Occasionally,Definitely,High,0%,4.34,233645,1
18-24,2L+,Tier 3,Never,No,Medium,20-40%,4.29,300000,1
45+,1L-2L,Tier 2,Never,No,Medium,40%+,4.37,253628,1
25-34,1L-2L,Tier 1,Rarely,Definitely,Low,0%,2.94,270901,1
18-24,1L-2L,Tier 2,Frequently,No,High,10-20%,2.33,246902,1
25-34,1L-2L,Tier 2,Frequently,Definitely,Medium,20-40%,4.17,264585,1
25-34,1L-2L,Tier 1,Never,Definitely,Low,0%,2.81,200342,1
45+,25-50K,Tier 1,Occasionally,Maybe,Medium,0%,1.73,132577,0
25-34,<25K,Tier 3,Frequently,No,High,40%+,4.42,93137,0
18-24,50K-1L,Tier 1,Occasionally,Maybe,Low,40%+,4.53,184280,1
45+,<25K,Tier 1,Never,No,Low,20-40%,2.87,82060,0
35-44,1L-2L,Tier 2,Never,No,High,0%,1.3,231904,1
35-44,25-50K,Tier 1,Occasionally,Maybe,Low,10-20%,2.55,135516,1
45+,2L+,Tier 3,Frequently,Maybe,High,10-20%,4.21,274530,1
35-44,25-50K,Tier 2,Never,Maybe,Low,20-40%,4.61,160949,0
25-34,1L-2L,Tier 3,Rarely,Definitely,High,0%,1.81,205348,1
18-24,25-50K,Tier 1,Never,No,Medium,40%+,1.27,117033,0
25-34,25-50K,Tier 3,Frequently,Definitely,Medium,0%,4.51,139032,1
45+,1L-2L,Tier 3,Rarely,No,Medium,40%+,2.56,221222,1
18-24,25-50K,Tier 1,Never,No,Low,10-20%,3.17,147024,0
45+,50K-1L,Tier 1,Frequently,Definitely,High,20-40%,4.87,177896,1
45+,50K-1L,Tier 2,Frequently,Definitely,High,20-40%,1.27,201603,0
45+,25-50K,Tier 2,Never,No,Medium,20-40%,3.59,99478,0
25-34,2L+,Tier 2,Frequently,Maybe,Medium,40%+,1.3,251046,1
18-24,1L-2L,Tier 1,Occasionally,Maybe,Medium,10-20%,2.5,232404,1
18-24,50K-1L,Tier 3,Rarely,Maybe,High,10-20%,4.22,203886,1
18-24,2L+,Tier 3,Occasionally,Maybe,Medium,20-40%,2.73,275290,1
25-34,25-50K,Tier 2,Never,No,Low,20-40%,4.99,148752,0
35-44,2L+,Tier 2,Occasionally,Maybe,Medium,40%+,3.24,290611,1
25-34,<25K,Tier 1,Never,Maybe,Medium,40%+,2.28,68178,0
25-34,50K-1L,Tier 3,Never,Maybe,High,0%,1.88,196663,0
45+,25-50K,Tier 2,Frequently,No,Low,40%+,2.4,140786,1
18-24,1L-2L,Tier 1,Frequently,Definitely,High,0%,2.49,242356,1
18-24,25-50K,Tier 2,Never,Maybe,Low,20-40%,1.27,93376,0
35-44,1L-2L,Tier 1,Rarely,No,Low,10-20%,2.48,223212,1
35-44,25-50K,Tier 3,Rarely,No,Medium,40%+,2.86,122590,0
45+,2L+,Tier 1,Rarely,Maybe,Medium,10-20%,3.89,268787,1
18-24,2L+,Tier 2,Occasionally,Definitely,High,40%+,3.63,293503,1
35-44,2L+,Tier 2,Never,Definitely,High,40%+,3.84,277647,1
35-44,<25K,Tier 3,Frequently,Definitely,High,0%,1.03,73408,0
18-24,1L-2L,Tier 3,Occasionally,No,Low,40%+,1.87,197296,1
25-34,2L+,Tier 2,Occasionally,Maybe,High,20-40%,3.65,300000,1
35-44,<25K,Tier 2,Frequently,Maybe,Low,10-20%,2.94,61473,0
18-24,1L-2L,Tier 2,Never,No,Low,40%+,1.02,214586,1
35-44,25-50K,Tier 3,Occasionally,Maybe,Low,10-20%,4.22,158037,1
45+,<25K,Tier 2,Never,Maybe,Low,10-20%,4.09,79487,0
35-44,50K-1L,Tier 3,Never,Definitely,Low,10-20%,3.19,198949,1
18-24,<25K,Tier 2,Never,Maybe,Medium,40%+,1.27,38116,0
35-44,<25K,Tier 1,Frequently,Maybe,Low,0%,4.07,119742,0
45+,1L-2L,Tier 1,Never,No,Low,10-20%,3.33,233582,1
45+,25-50K,Tier 2,Occasionally,No,Medium,10-20%,4.13,129371,0
35-44,50K-1L,Tier 1,Frequently,Definitely,Medium,40%+,4.01,184116,0
35-44,2L+,Tier 3,Frequently,No,Medium,40%+,4.21,300000,1
45+,2L+,Tier 1,Occasionally,Definitely,High,20-40%,3.07,269010,1
45+,<25K,Tier 1,Frequently,Definitely,High,20-40%,1.56,50612,0
25-34,1L-2L,Tier 3,Occasionally,Maybe,Low,0%,3.68,232369,1
